datetime,pm1,pm25,relativehumidity,temperature,um003
2025-10-10 15:00:00+07:00,28.487036810980904,45.56296355636031,65.65370390150282,32.13333334746184,6679.8703703703695
2025-10-10 16:00:00+07:00,28.664999771118165,45.199999237060545,61.604999732971194,33.96999988555908,6659.65
2025-10-10 17:00:00+07:00,24.416666666666668,38.0722221798367,68.11666700575087,31.511110835605198,5215.777777777777
2025-10-10 18:00:00+07:00,37.59583338101705,62.94166628519694,71.82916736602783,30.512500206629436,9238.166666666666
2025-10-10 19:00:00+07:00,40.98888905843099,68.28888871934679,75.40555657280817,29.838889016045464,10125.055555555555
2025-10-10 20:00:00+07:00,16.850000083446503,28.274999916553497,77.2937502861023,28.11875009536743,4209.3125
2025-10-10 21:00:00+07:00,16.318182186646894,39.786363038149744,82.50000069358133,26.277272484519266,4042.681818181818
2025-10-10 22:00:00+07:00,10.634999990463257,17.48499999046326,73.93999938964843,27.669999885559083,2101.55
2025-10-10 23:00:00+07:00,11.75999994277954,19.839999961853028,86.36000137329101,25.969999885559083,2321.2
2025-10-11 00:00:00+07:00,16.66249990463257,28.131250143051147,87.94374990463257,25.61875033378601,3261.3125
2025-10-11 01:00:00+07:00,26.092856679643905,44.05000032697405,88.3499995640346,25.628571919032506,5638.5
2025-10-11 02:00:00+07:00,24.636363462968305,41.85000003467906,88.57272685657848,25.622727740894664,5314.772727272727
2025-10-11 03:00:00+07:00,22.049999766879612,37.58333375718858,89.16666793823242,25.550000190734863,4467.444444444444
2025-10-11 04:00:00+07:00,20.34999958674113,34.583333333333336,89.90000025431316,25.541666825612385,4010.9166666666665
2025-10-11 05:00:00+07:00,21.205555386013454,35.24444389343262,90.19444402058919,25.55555576748318,4201.055555555556
2025-10-11 06:00:00+07:00,22.21666685740153,36.71666653951009,90.94166564941406,25.383333206176758,4509.333333333333
2025-10-11 07:00:00+07:00,26.674999713897705,46.74166742960612,88.625,25.97499990463257,5979.333333333333
2025-10-11 08:00:00+07:00,28.65000009536743,46.63749980926514,83.2874984741211,27.512500047683716,6781.25
2025-10-11 09:00:00+07:00,17.899999618530273,28.799999237060547,69.69999694824219,30.600000381469727,3536.0
2025-10-11 10:00:00+07:00,14.725000381469727,24.200000047683716,66.73749923706055,31.312499523162842,2934.0
2025-10-11 23:00:00+07:00,4.824999928474426,8.549999952316284,56.34999942779541,25.69999933242798,1137.0
2025-10-12 00:00:00+07:00,4.575000087420146,8.183333396911621,59.89166673024496,25.16666642824809,1087.5
2025-10-12 01:00:00+07:00,5.045454523780129,8.84545460614291,71.75909146395597,26.872727394104004,1190.1818181818182
2025-10-12 02:00:00+07:00,4.486363671042702,7.795454588803378,73.71818161010742,27.118182269009676,1094.5454545454545
2025-10-12 03:00:00+07:00,4.045833329359691,7.162499964237213,74.77916653951009,27.15416693687439,1033.0833333333333
2025-10-12 04:00:00+07:00,4.387499978144963,7.449999928474426,75.80416679382324,27.204166968663532,1068.125
2025-10-12 05:00:00+07:00,4.754166662693024,7.812499980131785,76.87083307902019,27.208333730697632,1136.2916666666667
2025-10-12 06:00:00+07:00,5.170833329359691,8.379166662693024,76.8541669845581,27.170833905537922,1213.1666666666667
2025-10-12 07:00:00+07:00,5.929166694482167,9.758333325386047,76.87499936421712,27.15833393732707,1349.9583333333333
2025-10-12 08:00:00+07:00,4.7549999237060545,8.024999976158142,76.75499992370605,27.170000267028808,1140.95
2025-10-12 09:00:00+07:00,4.012499988079071,6.918750017881393,76.30625009536743,27.24375009536743,1019.4375
2025-10-12 10:00:00+07:00,5.441666642824809,9.154166658719381,74.53749942779541,28.28750006357829,1270.1666666666667
2025-10-12 11:00:00+07:00,7.854999995231628,12.660000085830688,73.5549991607666,28.90499973297119,1684.6
2025-10-12 12:00:00+07:00,9.825000047683716,15.125000238418579,73.4749984741211,29.075000286102295,1995.25
2025-10-12 13:00:00+07:00,10.600000381469727,16.699999809265137,74.0999984741211,29.34999942779541,2153.5
2025-10-12 15:00:00+07:00,4.8500001430511475,7.599999904632568,70.70000076293945,28.300000190734863,1132.0
2025-10-13 00:00:00+07:00,8.899999618530273,15.5,69.19999694824219,27.700000762939453,1861.0
2025-10-13 01:00:00+07:00,12.550000190734863,21.0,70.54999923706055,28.0,2462.5
2025-10-13 06:00:00+07:00,23.0,38.5,76.30000305175781,27.600000381469727,4876.0
2025-10-13 07:00:00+07:00,24.424999952316284,40.51249965031942,74.82083225250244,28.14999993642171,5338.625
2025-10-13 08:00:00+07:00,17.359091021797873,28.890909108248625,74.91818271983753,28.449999809265137,3375.5
2025-10-13 09:00:00+07:00,11.96874988079071,19.63124978542328,75.69375085830688,28.793749928474426,2349.25
2025-10-13 10:00:00+07:00,12.642857142857142,20.85714272090367,75.07142748151507,29.242856979370117,2485.3571428571427
2025-10-13 11:00:00+07:00,17.083333094914753,28.329166650772095,72.92499987284343,30.145833253860474,3569.6666666666665
2025-10-13 12:00:00+07:00,8.98333332935969,14.679166793823242,69.2333329518636,30.93750007947286,1853.5833333333333
2025-10-13 13:00:00+07:00,7.677272709933194,12.613636363636363,65.81363539262252,31.44999998266047,1613.909090909091
2025-10-13 14:00:00+07:00,21.833333412806194,35.75000007947286,69.75000063578288,31.575000286102295,4496.25
2025-10-13 15:00:00+07:00,24.75833336512248,39.883333365122475,71.31249936421712,31.61666711171468,5406.666666666667
2025-10-13 16:00:00+07:00,27.066666682561237,43.6333335240682,71.57916609446208,31.483333269755047,6166.0
2025-10-13 17:00:00+07:00,38.70000012715658,69.04583263397217,71.80833339691162,31.35833279291789,10421.583333333334
2025-10-13 18:00:00+07:00,27.035000038146972,44.05,73.7649990081787,31.035000133514405,6136.35
2025-10-13 19:00:00+07:00,23.97727281397039,38.69999954917214,76.3136364329945,30.55454566261985,5134.5
2025-10-13 20:00:00+07:00,22.77499993642171,37.44166644414266,76.90416717529297,30.270833253860474,4739.375
2025-10-13 21:00:00+07:00,28.037500222524006,44.8125,77.41250038146973,30.112500429153442,6563.333333333333
2025-10-13 22:00:00+07:00,24.68749992052714,40.29583342870077,77.60000038146973,30.016666730244953,5363.416666666667
2025-10-13 23:00:00+07:00,21.762499650319416,35.95416657129923,76.74583307902019,30.02500009536743,4418.041666666667
2025-10-14 00:00:00+07:00,21.079999923706055,35.23000030517578,76.25000076293945,29.95999984741211,4230.3
2025-10-14 01:00:00+07:00,23.77916685740153,39.487500031789146,76.10833199818929,29.81249936421712,5009.708333333333
2025-10-14 02:00:00+07:00,20.46250009536743,33.99999988079071,76.22499990463257,29.725000381469727,4057.75
2025-10-14 03:00:00+07:00,13.991666634877523,23.887499809265137,76.20416641235352,29.516666730244953,2708.5833333333335
2025-10-14 04:00:00+07:00,12.159090952439742,20.899999965320934,76.54999923706055,29.349999514493074,2393.2727272727275
2025-10-14 05:00:00+07:00,13.483333388964335,22.425000031789143,76.72499942779541,29.17500066757202,2612.8333333333335
2025-10-14 06:00:00+07:00,16.44583336512248,26.81250015894572,77.19166692097981,29.079166968663532,3142.125
2025-10-14 07:00:00+07:00,24.162500222524006,39.38333288828532,79.50833288828532,28.88333288828532,5248.75
2025-10-14 08:00:00+07:00,26.87083347638448,43.22916634877523,80.70833333333333,28.874999523162842,6103.208333333333
2025-10-14 09:00:00+07:00,26.65454561060125,43.00909129056063,80.66818167946555,28.9272724498402,5972.181818181818
2025-10-14 10:00:00+07:00,25.6958331267039,41.37916660308838,79.97500038146973,29.14583357175191,5672.041666666667
2025-10-14 11:00:00+07:00,26.375000095367433,42.55999984741211,79.1100009918213,29.354999446868895,5887.5
2025-10-14 12:00:00+07:00,29.28333330154419,46.69166644414266,78.66249974568684,29.61666711171468,6988.333333333333
2025-10-14 13:00:00+07:00,31.90000009536743,50.89166673024496,77.90416590372722,29.93749992052714,8071.625
2025-10-14 14:00:00+07:00,29.099999861283735,46.92727297002619,76.99090922962536,30.28636325489391,6890.954545454545
2025-10-14 15:00:00+07:00,29.81249976158142,47.95416673024496,77.1916659673055,30.31249936421712,7166.041666666667
2025-10-14 16:00:00+07:00,32.35999975204468,54.45500011444092,77.52000045776367,30.205000495910646,8305.55
2025-10-14 17:00:00+07:00,33.87083339691162,58.55833339691162,77.57083288828532,30.200000762939453,8854.5
2025-10-14 18:00:00+07:00,42.32083320617676,74.81666692097981,77.99166711171468,30.133333841959637,11311.875
2025-10-14 19:00:00+07:00,42.11875057220459,73.91249942779541,78.38125038146973,29.887499570846558,11272.3125
2025-10-14 20:00:00+07:00,49.47499942779541,87.375,78.22499942779541,29.70833357175191,13166.375
2025-10-14 21:00:00+07:00,46.97499942779541,83.00500106811523,78.1799991607666,29.575000286102295,12572.15
2025-10-14 22:00:00+07:00,41.27500009536743,72.51249980926514,78.55000114440918,29.362500190734863,11088.125
2025-10-15 00:00:00+07:00,37.77500057220459,66.20000267028809,79.10000038146973,28.924999713897705,10138.5
2025-10-15 04:00:00+07:00,31.133333524068195,51.28333346048991,79.76666641235352,28.416666348775227,7791.666666666667
2025-10-16 18:00:00+07:00,14.066666603088379,23.916666507720947,59.96666685740153,28.541666825612385,2749.0
2025-10-16 19:00:00+07:00,14.15416669845581,23.708333253860474,55.88333384195963,28.662500301996868,2750.0833333333335
2025-10-16 20:00:00+07:00,16.75833336512248,27.66250006357829,51.94166644414266,27.77083357175191,3182.6666666666665
2025-10-16 21:00:00+07:00,14.00000011920929,24.06250023841858,50.27499961853027,27.47499990463257,2749.375
2025-10-16 22:00:00+07:00,19.4958332379659,31.93749992052714,64.74166663487752,28.383333524068195,3829.9583333333335
2025-10-16 23:00:00+07:00,23.424999952316284,38.30833307902018,65.12916612625122,28.449999809265137,4928.333333333333
